A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_CDS_PINID!PIN_TERMINATION!PIN_TERM_IDENT!PIN_NET_SHORT!
J!C:/Users/Jimmy-X/Desktop/¶ÌÑ§ÆÚ/designer/worklib/52/physical/pcb.brd!Sat Jul 17 19:21:18 2021!0.00!0.00!21000.00!17000.00!0.01!mils!52!10.400000 mil!2!OUT OF DATE!
S!VCC!BZ1!1!@\52_lib\.\52\(sch_1):page1_i63@\52_lib\.buzz(chips)!BUZZ-43010005,BUZZ!!!F31!\+\!!!!
S!UNNAMED_1_BJTPNP_I84_1!BZ1!2!@\52_lib\.\52\(sch_1):page1_i63@\52_lib\.buzz(chips)!BUZZ-43010005,BUZZ!!!F31!\-\!!!!
S!VCC!C3!1!@\52_lib\.\52\(sch_1):page1_i45@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F30!\1\!!!!
S!RST!C3!2!@\52_lib\.\52\(sch_1):page1_i45@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F30!\2\!!!!
S!UNNAMED_1_CAPACITANCE_I46_1!C5!1!@\52_lib\.\52\(sch_1):page1_i46@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F29!\1\!!!!
S!GND!C5!2!@\52_lib\.\52\(sch_1):page1_i46@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F29!\2\!!!!
S!VCC!C10!1!@\52_lib\.\52\(sch_1):page1_i47@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F28!\1\!!!!
S!!C10!2!@\52_lib\.\52\(sch_1):page1_i47@\52_lib\.capacitance(chips)!CAPACITANCE-08070001,10U!!!F28!\2\!!!!
S!GND!C1!1!@\52_lib\.\52\(sch_1):page1_i41@\52_lib\.capacitance(chips)!CAPACITANCE-08070002,30P!!!F27!\1\!!!!
S!XTAL2!C1!2!@\52_lib\.\52\(sch_1):page1_i41@\52_lib\.capacitance(chips)!CAPACITANCE-08070002,30P!!!F27!\2\!!!!
S!GND!C2!1!@\52_lib\.\52\(sch_1):page1_i42@\52_lib\.capacitance(chips)!CAPACITANCE-08070002,30P!!!F26!\1\!!!!
S!XTAL1!C2!2!@\52_lib\.\52\(sch_1):page1_i42@\52_lib\.capacitance(chips)!CAPACITANCE-08070002,30P!!!F26!\2\!!!!
S!UNNAMED_1_CAPACITANCE_I46_1!C7!1!@\52_lib\.\52\(sch_1):page1_i51@\52_lib\.capacitance(chips)!CAPACITANCE-08070004,0.1U!!!F25!\1\!!!!
S!GND!C7!2!@\52_lib\.\52\(sch_1):page1_i51@\52_lib\.capacitance(chips)!CAPACITANCE-08070004,0.1U!!!F25!\2\!!!!
S!VCC!C8!1!@\52_lib\.\52\(sch_1):page1_i50@\52_lib\.capacitance(chips)!CAPACITANCE-08070004,0.1U!!!F24!\1\!!!!
S!GND!C8!2!@\52_lib\.\52\(sch_1):page1_i50@\52_lib\.capacitance(chips)!CAPACITANCE-08070004,0.1U!!!F24!\2\!!!!
S!XTAL2!X1!1!@\52_lib\.\52\(sch_1):page1_i32@\52_lib\.crystal(chips)!CRYSTAL-12010001,12.000MHZ!!!F23!\1\!!!!
S!XTAL1!X1!2!@\52_lib\.\52\(sch_1):page1_i32@\52_lib\.crystal(chips)!CRYSTAL-12010001,12.000MHZ!!!F23!\2\!!!!
S!UNNAMED_1_CAPACITANCE_I46_1!D1!1!@\52_lib\.\52\(sch_1):page1_i85@\52_lib\.l7805(chips)!L7805-43010004,L7805!!!F22!\1/input\!!!!
S!GND!D1!2!@\52_lib\.\52\(sch_1):page1_i85@\52_lib\.l7805(chips)!L7805-43010004,L7805!!!F22!\2/gnd\!!!!
S!VCC!D1!3!@\52_lib\.\52\(sch_1):page1_i85@\52_lib\.l7805(chips)!L7805-43010004,L7805!!!F22!\3/ouput\!!!!
S!VCC!LCD!15!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!BLA!!!!
S!GND!LCD!16!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!BLK!!!!
S!D0!LCD!7!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D0!!!!
S!D1!LCD!8!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D1!!!!
S!D2!LCD!9!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D2!!!!
S!D3!LCD!10!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D3!!!!
S!D4!LCD!11!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D4!!!!
S!D5!LCD!12!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D5!!!!
S!D6!LCD!13!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D6!!!!
S!D7!LCD!14!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!D7!!!!
S!LCDE!LCD!6!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!E!!!!
S!GND!LCD!1!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!GND!!!!
S!RW!LCD!5!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!\r/w\!!!!
S!RS!LCD!4!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!RS!!!!
S!VCC!LCD!2!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!VCC!!!!
S!UNNAMED_1_LCD1602_I59_VL!LCD!3!@\52_lib\.\52\(sch_1):page1_i59@\52_lib\.lcd1602(chips)!LCD1602-15020001,LCD1602!!!F21!VL!!!!
S!GND!L1!1!@\52_lib\.\52\(sch_1):page1_i33@\52_lib\.led(chips)!LED-15020001,LED!!!F20!\1\!!!!
S!UNNAMED_1_LED_I33_2!L1!2!@\52_lib\.\52\(sch_1):page1_i33@\52_lib\.led(chips)!LED-15020001,LED!!!F20!\2\!!!!
S!LED!L2!1!@\52_lib\.\52\(sch_1):page1_i62@\52_lib\.led(chips)!LED-15020001,LED!!!F19!\1\!!!!
S!UNNAMED_1_LED_I62_2!L2!2!@\52_lib\.\52\(sch_1):page1_i62@\52_lib\.led(chips)!LED-15020001,LED!!!F19!\2\!!!!
S!GND!P2!2!@\52_lib\.\52\(sch_1):page1_i55@\52_lib\.mlx90614(chips)!MLX90614-43020001,MLX90614!!!F18!GND!!!!
S!SCL!P2!3!@\52_lib\.\52\(sch_1):page1_i55@\52_lib\.mlx90614(chips)!MLX90614-43020001,MLX90614!!!F18!SCL!!!!
S!SDA!P2!4!@\52_lib\.\52\(sch_1):page1_i55@\52_lib\.mlx90614(chips)!MLX90614-43020001,MLX90614!!!F18!SDA!!!!
S!VCC!P2!1!@\52_lib\.\52\(sch_1):page1_i55@\52_lib\.mlx90614(chips)!MLX90614-43020001,MLX90614!!!F18!VCC!!!!
S!GND!OLED1!7!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!CS!!!!
S!SA!OLED1!6!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!DC!!!!
S!GND!OLED1!1!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!GND!!!!
S!RES!OLED1!5!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!RES!!!!
S!SCL!OLED1!3!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!SCL!!!!
S!SDA!OLED1!4!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!SDA!!!!
S!VCC!OLED1!2!@\52_lib\.\52\(sch_1):page1_i82@\52_lib\.oled(chips)!OLED-43010001,OLED!!!F17!VCC!!!!
S!GND!RP!1!@\52_lib\.\52\(sch_1):page1_i60@\52_lib\.potentiometer(chips)!POTENTIOMETER-07080001,POTENTIA!!!F16!CCW!!!!
S!VCC!RP!3!@\52_lib\.\52\(sch_1):page1_i60@\52_lib\.potentiometer(chips)!POTENTIOMETER-07080001,POTENTIA!!!F16!CW!!!!
S!UNNAMED_1_LCD1602_I59_VL!RP!2!@\52_lib\.\52\(sch_1):page1_i60@\52_lib\.potentiometer(chips)!POTENTIOMETER-07080001,POTENTIA!!!F16!WIPER!!!!
S!BUZZ!R4!1!@\52_lib\.\52\(sch_1):page1_i83@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F15!\1\!!!!
S!UNNAMED_1_BJTPNP_I84_2!R4!2!@\52_lib\.\52\(sch_1):page1_i83@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F15!\2\!!!!
S!VCC!R5!1!@\52_lib\.\52\(sch_1):page1_i69@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F14!\1\!!!!
S!SET!R5!2!@\52_lib\.\52\(sch_1):page1_i69@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F14!\2\!!!!
S!VCC!R6!1!@\52_lib\.\52\(sch_1):page1_i67@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F13!\1\!!!!
S!STA!R6!2!@\52_lib\.\52\(sch_1):page1_i67@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F13!\2\!!!!
S!VCC!R7!1!@\52_lib\.\52\(sch_1):page1_i71@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F12!\1\!!!!
S!FUN!R7!2!@\52_lib\.\52\(sch_1):page1_i71@\52_lib\.resistor(chips)!RESISTOR-07010001,1K!!!F12!\2\!!!!
S!RST!R2!1!@\52_lib\.\52\(sch_1):page1_i38@\52_lib\.resistor(chips)!RESISTOR-07010003,10K!!!F11!\1\!!!!
S!GND!R2!2!@\52_lib\.\52\(sch_1):page1_i38@\52_lib\.resistor(chips)!RESISTOR-07010003,10K!!!F11!\2\!!!!
S!VCC!R1!1!@\52_lib\.\52\(sch_1):page1_i36@\52_lib\.resistor(chips)!RESISTOR-07010004,330!!!F10!\1\!!!!
S!UNNAMED_1_LED_I33_2!R1!2!@\52_lib\.\52\(sch_1):page1_i36@\52_lib\.resistor(chips)!RESISTOR-07010004,330!!!F10!\2\!!!!
S!VCC!R3!1!@\52_lib\.\52\(sch_1):page1_i61@\52_lib\.resistor(chips)!RESISTOR-07010004,330!!!F9!\1\!!!!
S!UNNAMED_1_LED_I62_2!R3!2!@\52_lib\.\52\(sch_1):page1_i61@\52_lib\.resistor(chips)!RESISTOR-07010004,330!!!F9!\2\!!!!
S!GND!P1!2!@\52_lib\.\52\(sch_1):page1_i54@\52_lib\.socket2(chips)!SOCKET2-14050003,SOCKET2!!!F8!GND!!!!
S!UNNAMED_1_SOCKET2_I54_V!P1!1!@\52_lib\.\52\(sch_1):page1_i54@\52_lib\.socket2(chips)!SOCKET2-14050003,SOCKET2!!!F8!\v+\!!!!
S!VCC!P3!5!@\52_lib\.\52\(sch_1):page1_i58@\52_lib\.socket5(chips)!SOCKET5-14050001,SOCKET5!!!F7!\+5v\!!!!
S!3V3!P3!1!@\52_lib\.\52\(sch_1):page1_i58@\52_lib\.socket5(chips)!SOCKET5-14050001,SOCKET5!!!F7!\3v3\!!!!
S!GND!P3!4!@\52_lib\.\52\(sch_1):page1_i58@\52_lib\.socket5(chips)!SOCKET5-14050001,SOCKET5!!!F7!GND!!!!
S!TXD!P3!3!@\52_lib\.\52\(sch_1):page1_i58@\52_lib\.socket5(chips)!SOCKET5-14050001,SOCKET5!!!F7!RXD!!!!
S!RXD!P3!2!@\52_lib\.\52\(sch_1):page1_i58@\52_lib\.socket5(chips)!SOCKET5-14050001,SOCKET5!!!F7!TXD!!!!
S!EN!P4!6!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!EN!!!!
S!GND!P4!4!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!GND!!!!
S!TXD!P4!2!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!RXD!!!!
S!STATE!P4!1!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!STATE!!!!
S!RXD!P4!3!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!TXD!!!!
S!VCC!P4!5!@\52_lib\.\52\(sch_1):page1_i57@\52_lib\.socket6(chips)!SOCKET6-14050002,SOCKET6!!!F6!VCC!!!!
S!!U1!30!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!ALE!!!!
S!VCC!U1!31!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\ea*\!!!!
S!GND!U1!20!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!GND!!!!
S!RES!U1!39!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.0/ad0\!!!!
S!3V3!U1!38!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.1/ad1\!!!!
S!STATE!U1!37!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.2/ad2\!!!!
S!!U1!36!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.3/ad3\!!!!
S!!U1!35!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.4/ad4\!!!!
S!!U1!34!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.5/ad5\!!!!
S!!U1!33!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.6/ad6\!!!!
S!!U1!32!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p0.7/ad7\!!!!
S!RS!U1!1!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.0/t2\!!!!
S!RW!U1!2!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.1/t2ex\!!!!
S!LCDE!U1!3!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.2\!!!!
S!SCL!U1!4!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.3\!!!!
S!SDA!U1!5!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.4\!!!!
S!LED!U1!6!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.5\!!!!
S!SA!U1!7!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.6\!!!!
S!BUZZ!U1!8!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p1.7\!!!!
S!D0!U1!21!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.0/a8\!!!!
S!D1!U1!22!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.1/a9\!!!!
S!D2!U1!23!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.2/a10\!!!!
S!D3!U1!24!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.3/a11\!!!!
S!D4!U1!25!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.4/a12\!!!!
S!D5!U1!26!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.5/a13\!!!!
S!D6!U1!27!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.6/a14\!!!!
S!D7!U1!28!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p2.7/a15\!!!!
S!RXD!U1!10!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.0/rxd\!!!!
S!TXD!U1!11!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.1/txd\!!!!
S!STA!U1!12!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.2/into*\!!!!
S!SET!U1!13!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.3/int1*\!!!!
S!!U1!14!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.4/to\!!!!
S!FUN!U1!15!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.5/t1\!!!!
S!!U1!16!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.6/wr*\!!!!
S!!U1!17!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\p3.7/rd*\!!!!
S!!U1!29!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!\psen*\!!!!
S!RST!U1!9!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!RST!!!!
S!VCC!U1!40!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!VCC!!!!
S!XTAL1!U1!19!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!XTAL1!!!!
S!XTAL2!U1!18!@\52_lib\.\52\(sch_1):page1_i16@\52_lib\.stc89c52(chips)!STC89C52-41020001,STC89C52!!!F5!XTAL2!!!!
S!!SW1!1!@\52_lib\.\52\(sch_1):page1_i52@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F4!\1\!!!!
S!VCC!SW1!2!@\52_lib\.\52\(sch_1):page1_i52@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F4!\2\!!!!
S!!SW1!3!@\52_lib\.\52\(sch_1):page1_i52@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F4!\3\!!!!
S!RST!SW1!4!@\52_lib\.\52\(sch_1):page1_i52@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F4!\4\!!!!
S!!SW2!1!@\52_lib\.\52\(sch_1):page1_i68@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F3!\1\!!!!
S!SET!SW2!2!@\52_lib\.\52\(sch_1):page1_i68@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F3!\2\!!!!
S!!SW2!3!@\52_lib\.\52\(sch_1):page1_i68@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F3!\3\!!!!
S!GND!SW2!4!@\52_lib\.\52\(sch_1):page1_i68@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F3!\4\!!!!
S!!SW3!1!@\52_lib\.\52\(sch_1):page1_i66@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F2!\1\!!!!
S!STA!SW3!2!@\52_lib\.\52\(sch_1):page1_i66@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F2!\2\!!!!
S!!SW3!3!@\52_lib\.\52\(sch_1):page1_i66@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F2!\3\!!!!
S!GND!SW3!4!@\52_lib\.\52\(sch_1):page1_i66@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F2!\4\!!!!
S!!SW4!1!@\52_lib\.\52\(sch_1):page1_i70@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F1!\1\!!!!
S!FUN!SW4!2!@\52_lib\.\52\(sch_1):page1_i70@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F1!\2\!!!!
S!!SW4!3!@\52_lib\.\52\(sch_1):page1_i70@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F1!\3\!!!!
S!GND!SW4!4!@\52_lib\.\52\(sch_1):page1_i70@\52_lib\.switch(chips)!SWITCH-16100002,SWITCH!!!F1!\4\!!!!
S!!SWL1!1!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\1\!!!!
S!!SWL1!2!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\2\!!!!
S!!SWL1!3!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\3\!!!!
S!!SWL1!4!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\4\!!!!
S!UNNAMED_1_SOCKET2_I54_V!SWL1!5!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\5\!!!!
S!UNNAMED_1_CAPACITANCE_I46_1!SWL1!6!@\52_lib\.\52\(sch_1):page1_i53@\52_lib\.switch_lock(chips)!SWITCH_LOCK-16050001,SWITCH_LOA!!!F0!\6\!!!!
